"subject" "activity" "variable" "value"
"13" "SITTING" "tBodyGyroJerkStdX" -0.991371016938775
"18" "SITTING" "tBodyGyroJerkStdX" -0.994170190701754
"20" "SITTING" "tBodyGyroJerkStdX" -0.977414910909091
"24" "SITTING" "tBodyGyroJerkStdX" -0.991442007794118
"1" "SITTING" "tBodyGyroJerkStdX" -0.99173159212766
"3" "SITTING" "tBodyGyroJerkStdX" -0.972546905961538
"5" "SITTING" "tBodyGyroJerkStdX" -0.966037012045455
"6" "SITTING" "tBodyGyroJerkStdX" -0.943714804727273
"7" "SITTING" "tBodyGyroJerkStdX" -0.974369045625
"8" "SITTING" "tBodyGyroJerkStdX" -0.993264647391304
"11" "SITTING" "tBodyGyroJerkStdX" -0.990501518301887
"14" "SITTING" "tBodyGyroJerkStdX" -0.990284240185185
"15" "SITTING" "tBodyGyroJerkStdX" -0.992889042711864
"16" "SITTING" "tBodyGyroJerkStdX" -0.98958327942029
"17" "SITTING" "tBodyGyroJerkStdX" -0.9952559371875
"19" "SITTING" "tBodyGyroJerkStdX" -0.988464752739726
"21" "SITTING" "tBodyGyroJerkStdX" -0.989472968470588
"22" "SITTING" "tBodyGyroJerkStdX" -0.985671250322581
"23" "SITTING" "tBodyGyroJerkStdX" -0.987084633970588
"25" "SITTING" "tBodyGyroJerkStdX" -0.992304653846154
"26" "SITTING" "tBodyGyroJerkStdX" -0.995882512051282
"27" "SITTING" "tBodyGyroJerkStdX" -0.993640318285714
"28" "SITTING" "tBodyGyroJerkStdX" -0.982155662638889
"29" "SITTING" "tBodyGyroJerkStdX" -0.9933220295
"30" "SITTING" "tBodyGyroJerkStdX" -0.993868545483871
"2" "STANDING" "tBodyGyroJerkStdX" -0.979324000740741
"4" "STANDING" "tBodyGyroJerkStdX" -0.949633878571429
"9" "STANDING" "tBodyGyroJerkStdX" -0.949105691555556
"10" "STANDING" "tBodyGyroJerkStdX" -0.950367548409091
"12" "STANDING" "tBodyGyroJerkStdX" -0.955415641803279
"13" "STANDING" "tBodyGyroJerkStdX" -0.978465124561404
"18" "STANDING" "tBodyGyroJerkStdX" -0.981970965890411
"20" "STANDING" "tBodyGyroJerkStdX" -0.921644239863014
"24" "STANDING" "tBodyGyroJerkStdX" -0.975856809130435
"1" "STANDING" "tBodyGyroJerkStdX" -0.992945106981132
"3" "STANDING" "tBodyGyroJerkStdX" -0.940937642459016
"5" "STANDING" "tBodyGyroJerkStdX" -0.941930044107143
"6" "STANDING" "tBodyGyroJerkStdX" -0.946423593157895
"7" "STANDING" "tBodyGyroJerkStdX" -0.96598339754717
"8" "STANDING" "tBodyGyroJerkStdX" -0.981573085740741
"11" "STANDING" "tBodyGyroJerkStdX" -0.986690403617021
"14" "STANDING" "tBodyGyroJerkStdX" -0.969948875166667
"15" "STANDING" "tBodyGyroJerkStdX" -0.971514312075472
"16" "STANDING" "tBodyGyroJerkStdX" -0.987102322692308
"17" "STANDING" "tBodyGyroJerkStdX" -0.989257196282051
"19" "STANDING" "tBodyGyroJerkStdX" -0.97512668739726
"21" "STANDING" "tBodyGyroJerkStdX" -0.971866494606742
"22" "STANDING" "tBodyGyroJerkStdX" -0.949716028730159
"23" "STANDING" "tBodyGyroJerkStdX" -0.972770702058824
"25" "STANDING" "tBodyGyroJerkStdX" -0.977909693918919
"26" "STANDING" "tBodyGyroJerkStdX" -0.978472409324324
"27" "STANDING" "tBodyGyroJerkStdX" -0.9826424495
"28" "STANDING" "tBodyGyroJerkStdX" -0.928343397721519
"29" "STANDING" "tBodyGyroJerkStdX" -0.983293061692308
"30" "STANDING" "tBodyGyroJerkStdX" -0.960119074237288
"2" "LAYING" "tBodyGyroJerkStdX" -0.993235849166667
"4" "LAYING" "tBodyGyroJerkStdX" -0.975103204259259
"9" "LAYING" "tBodyGyroJerkStdX" -0.945329035
"10" "LAYING" "tBodyGyroJerkStdX" -0.965900578103448
"12" "LAYING" "tBodyGyroJerkStdX" -0.9671982025
"13" "LAYING" "tBodyGyroJerkStdX" -0.981404742903226
"18" "LAYING" "tBodyGyroJerkStdX" -0.996104441384615
"20" "LAYING" "tBodyGyroJerkStdX" -0.989283577352941
"24" "LAYING" "tBodyGyroJerkStdX" -0.979865720555556
"1" "LAYING" "tBodyGyroJerkStdX" -0.9186085208
"3" "LAYING" "tBodyGyroJerkStdX" -0.980328645
"5" "LAYING" "tBodyGyroJerkStdX" -0.983422257692308
"6" "LAYING" "tBodyGyroJerkStdX" -0.939611608245614
"7" "LAYING" "tBodyGyroJerkStdX" -0.9738372325
"8" "LAYING" "tBodyGyroJerkStdX" -0.969924077407407
"11" "LAYING" "tBodyGyroJerkStdX" -0.981724838421053
"14" "LAYING" "tBodyGyroJerkStdX" -0.970274962745098
"15" "LAYING" "tBodyGyroJerkStdX" -0.97392395125
"16" "LAYING" "tBodyGyroJerkStdX" -0.985835459428571
"17" "LAYING" "tBodyGyroJerkStdX" -0.980792372112676
"19" "LAYING" "tBodyGyroJerkStdX" -0.976105663493976
"21" "LAYING" "tBodyGyroJerkStdX" -0.984643717333333
"22" "LAYING" "tBodyGyroJerkStdX" -0.972092602916667
"23" "LAYING" "tBodyGyroJerkStdX" -0.985027850416667
"25" "LAYING" "tBodyGyroJerkStdX" -0.957381145068493
"26" "LAYING" "tBodyGyroJerkStdX" -0.992665154868421
"27" "LAYING" "tBodyGyroJerkStdX" -0.993503720810811
"28" "LAYING" "tBodyGyroJerkStdX" -0.9608029485
"29" "LAYING" "tBodyGyroJerkStdX" -0.99654254057971
"30" "LAYING" "tBodyGyroJerkStdX" -0.983775833714286
"2" "WALKING" "tBodyGyroJerkStdY" -0.634140436101695
"4" "WALKING" "tBodyGyroJerkStdY" -0.807419937
"9" "WALKING" "tBodyGyroJerkStdY" -0.549200228076923
"10" "WALKING" "tBodyGyroJerkStdY" -0.509683327924528
"12" "WALKING" "tBodyGyroJerkStdY" -0.581290691
"13" "WALKING" "tBodyGyroJerkStdY" -0.35776089977193
"18" "WALKING" "tBodyGyroJerkStdY" -0.694925789464286
"20" "WALKING" "tBodyGyroJerkStdY" -0.127554090666667
"24" "WALKING" "tBodyGyroJerkStdY" -0.514246569655172
"1" "WALKING" "tBodyGyroJerkStdY" -0.304468510631579
"3" "WALKING" "tBodyGyroJerkStdY" -0.639087984137931
"5" "WALKING" "tBodyGyroJerkStdY" -0.57143812375
"6" "WALKING" "tBodyGyroJerkStdY" -0.416390246140351
"7" "WALKING" "tBodyGyroJerkStdY" -0.174136410738596
"8" "WALKING" "tBodyGyroJerkStdY" -0.428055700208333
"11" "WALKING" "tBodyGyroJerkStdY" -0.737993755932203
"14" "WALKING" "tBodyGyroJerkStdY" -0.536737701694915
"15" "WALKING" "tBodyGyroJerkStdY" -0.702402935925926
"16" "WALKING" "tBodyGyroJerkStdY" -0.712237752941177
"17" "WALKING" "tBodyGyroJerkStdY" -0.560203489016393
"19" "WALKING" "tBodyGyroJerkStdY" -0.291594827626923
"21" "WALKING" "tBodyGyroJerkStdY" -0.482854309807692
"22" "WALKING" "tBodyGyroJerkStdY" -0.651875468913043
"23" "WALKING" "tBodyGyroJerkStdY" 0.295945926186441
"25" "WALKING" "tBodyGyroJerkStdY" -0.799635384189189
"26" "WALKING" "tBodyGyroJerkStdY" -0.587000110847458
"27" "WALKING" "tBodyGyroJerkStdY" -0.634105502807017
"28" "WALKING" "tBodyGyroJerkStdY" -0.639018554444444
"29" "WALKING" "tBodyGyroJerkStdY" -0.587944298490566
"30" "WALKING" "tBodyGyroJerkStdY" -0.497621802307692
"2" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.645491337708333
"4" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.840722752692308
"9" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.708604774693878
"10" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.60462905787234
"12" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.761195612692308
"13" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.678805915818182
"18" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.828872171206897
"20" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.393988623529412
"24" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.646644373728814
"1" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.601696656226415
"3" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.775774143389831
"5" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.631822048297872
"6" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.486494120980392
"7" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.671243739607843
"8" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.424675673414634
"11" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.809459436666667
"14" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.371479721296296
"15" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.763053512083333
"16" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.77471906627451
"17" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.676722847708333
"19" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.49212221875
"21" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.604469603617021
"22" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.704255415
"23" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.493514122352941
"25" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.839699143076923
"26" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.725210290909091
"27" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.711148438235294
"28" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.690571101960784
"29" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.73422519244898
"30" "WALKING_UPSTAIRS" "tBodyGyroJerkStdY" -0.743336958461538
"2" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.469396701106383
"4" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.816858240222222
"9" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.448602451190476
"10" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.471650977631579
"12" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.517479109130435
"13" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.259163248340426
"18" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.752608622181818
"20" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.334568787888889
"24" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.519326735090909
"1" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.238824827530612
"3" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.680947338163265
"5" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.514591487234043
"6" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.193508405479167
"7" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.299520205208511
"8" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.0704526510842105
"11" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.684593318695652
"14" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.284318020488889
"15" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.574964116428571
"16" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.583421784680851
"17" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.572144734130435
"19" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.0146299196923077
"21" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.442426840888889
"22" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.640280071388889
"23" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" 0.146650121972222
"25" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.810444542413793
"26" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.5471984382
"27" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.459459295681818
"28" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.424567878478261
"29" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.693469035833333
"30" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdY" -0.613796303064516
"2" "SITTING" "tBodyGyroJerkStdY" -0.990889614782609
"4" "SITTING" "tBodyGyroJerkStdY" -0.984441358
"9" "SITTING" "tBodyGyroJerkStdY" -0.9719274472
"10" "SITTING" "tBodyGyroJerkStdY" -0.992584494814815
"12" "SITTING" "tBodyGyroJerkStdY" -0.979347830784314
"13" "SITTING" "tBodyGyroJerkStdY" -0.991773350204082
"18" "SITTING" "tBodyGyroJerkStdY" -0.994224162105263
"20" "SITTING" "tBodyGyroJerkStdY" -0.979684097272727
"24" "SITTING" "tBodyGyroJerkStdY" -0.989780810588235
"1" "SITTING" "tBodyGyroJerkStdY" -0.989518068510638
"3" "SITTING" "tBodyGyroJerkStdY" -0.978635908653846
"5" "SITTING" "tBodyGyroJerkStdY" -0.975433911363636
"6" "SITTING" "tBodyGyroJerkStdY" -0.961780726363636
"7" "SITTING" "tBodyGyroJerkStdY" -0.981024680625
"8" "SITTING" "tBodyGyroJerkStdY" -0.98887627673913
"11" "SITTING" "tBodyGyroJerkStdY" -0.988554820188679
"14" "SITTING" "tBodyGyroJerkStdY" -0.986911323888889
"15" "SITTING" "tBodyGyroJerkStdY" -0.990313307966102
"16" "SITTING" "tBodyGyroJerkStdY" -0.990621793333333
"17" "SITTING" "tBodyGyroJerkStdY" -0.9949818809375
"19" "SITTING" "tBodyGyroJerkStdY" -0.987465915068493
"21" "SITTING" "tBodyGyroJerkStdY" -0.989722663529412
"22" "SITTING" "tBodyGyroJerkStdY" -0.980275619354839
"23" "SITTING" "tBodyGyroJerkStdY" -0.980727445294118
"25" "SITTING" "tBodyGyroJerkStdY" -0.991315767692308
"26" "SITTING" "tBodyGyroJerkStdY" -0.993139833846154
"27" "SITTING" "tBodyGyroJerkStdY" -0.992226442142857
"28" "SITTING" "tBodyGyroJerkStdY" -0.980713868611111
"29" "SITTING" "tBodyGyroJerkStdY" -0.995319164666667
"30" "SITTING" "tBodyGyroJerkStdY" -0.992491322903226
"2" "STANDING" "tBodyGyroJerkStdY" -0.983447258518519
"4" "STANDING" "tBodyGyroJerkStdY" -0.976065174642857
"9" "STANDING" "tBodyGyroJerkStdY" -0.975036530444444
"10" "STANDING" "tBodyGyroJerkStdY" -0.976445016590909
"12" "STANDING" "tBodyGyroJerkStdY" -0.971195487377049
"13" "STANDING" "tBodyGyroJerkStdY" -0.980982661403509
"18" "STANDING" "tBodyGyroJerkStdY" -0.991151973150685
"20" "STANDING" "tBodyGyroJerkStdY" -0.947633070684932
"24" "STANDING" "tBodyGyroJerkStdY" -0.981983572028985
"1" "STANDING" "tBodyGyroJerkStdY" -0.995137917358491
"3" "STANDING" "tBodyGyroJerkStdY" -0.968433747868853
"5" "STANDING" "tBodyGyroJerkStdY" -0.961177741607143
"6" "STANDING" "tBodyGyroJerkStdY" -0.962422163684211
"7" "STANDING" "tBodyGyroJerkStdY" -0.976837757358491
"8" "STANDING" "tBodyGyroJerkStdY" -0.985508765185185
"11" "STANDING" "tBodyGyroJerkStdY" -0.995571631276596
"14" "STANDING" "tBodyGyroJerkStdY" -0.9706929555
"15" "STANDING" "tBodyGyroJerkStdY" -0.988107413962264
"16" "STANDING" "tBodyGyroJerkStdY" -0.992589441153846
"17" "STANDING" "tBodyGyroJerkStdY" -0.993699908589744
"19" "STANDING" "tBodyGyroJerkStdY" -0.988096672191781
"21" "STANDING" "tBodyGyroJerkStdY" -0.976815894044944
"22" "STANDING" "tBodyGyroJerkStdY" -0.984900134285714
"23" "STANDING" "tBodyGyroJerkStdY" -0.972509523235294
"25" "STANDING" "tBodyGyroJerkStdY" -0.98724214
"26" "STANDING" "tBodyGyroJerkStdY" -0.989766989864865
"27" "STANDING" "tBodyGyroJerkStdY" -0.990798007875
"28" "STANDING" "tBodyGyroJerkStdY" -0.972977006708861
"29" "STANDING" "tBodyGyroJerkStdY" -0.995533113076923
"30" "STANDING" "tBodyGyroJerkStdY" -0.968135006271186
"2" "LAYING" "tBodyGyroJerkStdY" -0.989567537916667
"4" "LAYING" "tBodyGyroJerkStdY" -0.986855629814815
"9" "LAYING" "tBodyGyroJerkStdY" -0.9621702422
"10" "LAYING" "tBodyGyroJerkStdY" -0.966621040344828
"12" "LAYING" "tBodyGyroJerkStdY" -0.965900370833333
"13" "LAYING" "tBodyGyroJerkStdY" -0.978854747419355
"18" "LAYING" "tBodyGyroJerkStdY" -0.990547638769231
"20" "LAYING" "tBodyGyroJerkStdY" -0.981540062058823
"24" "LAYING" "tBodyGyroJerkStdY" -0.978091312777778
"1" "LAYING" "tBodyGyroJerkStdY" -0.9679072436
"3" "LAYING" "tBodyGyroJerkStdY" -0.986762741935484
"5" "LAYING" "tBodyGyroJerkStdY" -0.983759479230769
"6" "LAYING" "tBodyGyroJerkStdY" -0.958628819649123
"7" "LAYING" "tBodyGyroJerkStdY" -0.976483727307692
"8" "LAYING" "tBodyGyroJerkStdY" -0.974186451851852
"11" "LAYING" "tBodyGyroJerkStdY" -0.990845724736842
"14" "LAYING" "tBodyGyroJerkStdY" -0.968042893529412
"15" "LAYING" "tBodyGyroJerkStdY" -0.980482834444444
"16" "LAYING" "tBodyGyroJerkStdY" -0.989046576
"17" "LAYING" "tBodyGyroJerkStdY" -0.983135596619718
"19" "LAYING" "tBodyGyroJerkStdY" -0.984607728915663
"21" "LAYING" "tBodyGyroJerkStdY" -0.981998497777778
"22" "LAYING" "tBodyGyroJerkStdY" -0.980484171388889
"23" "LAYING" "tBodyGyroJerkStdY" -0.979427763472222
"25" "LAYING" "tBodyGyroJerkStdY" -0.971564323013699
"26" "LAYING" "tBodyGyroJerkStdY" -0.989063341973684
"27" "LAYING" "tBodyGyroJerkStdY" -0.993025877297297
"28" "LAYING" "tBodyGyroJerkStdY" -0.98039978225
"29" "LAYING" "tBodyGyroJerkStdY" -0.997081575652174
"30" "LAYING" "tBodyGyroJerkStdY" -0.980357062142857
"2" "WALKING" "tBodyGyroJerkStdZ" -0.435492677288136
"4" "WALKING" "tBodyGyroJerkStdZ" -0.640454132833333
"9" "WALKING" "tBodyGyroJerkStdZ" -0.457881494038462
"10" "WALKING" "tBodyGyroJerkStdZ" -0.329079492641509
"12" "WALKING" "tBodyGyroJerkStdZ" -0.4806421996
"13" "WALKING" "tBodyGyroJerkStdZ" -0.341765824491228
"18" "WALKING" "tBodyGyroJerkStdZ" -0.663259579285714
"20" "WALKING" "tBodyGyroJerkStdZ" -0.22704432732549
"24" "WALKING" "tBodyGyroJerkStdZ" -0.557968202931034
"1" "WALKING" "tBodyGyroJerkStdZ" -0.404255452631579
"3" "WALKING" "tBodyGyroJerkStdZ" -0.536664080344828
"5" "WALKING" "tBodyGyroJerkStdZ" -0.157682543983929
"6" "WALKING" "tBodyGyroJerkStdZ" -0.166684422233333
"7" "WALKING" "tBodyGyroJerkStdZ" -0.458302971403509
"8" "WALKING" "tBodyGyroJerkStdZ" -0.388446971666667
"11" "WALKING" "tBodyGyroJerkStdZ" -0.551079942542373
"14" "WALKING" "tBodyGyroJerkStdZ" -0.497187687966102
"15" "WALKING" "tBodyGyroJerkStdZ" -0.591668608148148
"16" "WALKING" "tBodyGyroJerkStdZ" -0.571264779411765
"17" "WALKING" "tBodyGyroJerkStdZ" -0.524422887377049
"19" "WALKING" "tBodyGyroJerkStdZ" -0.213494065344231
"21" "WALKING" "tBodyGyroJerkStdZ" -0.494927657115385
"22" "WALKING" "tBodyGyroJerkStdZ" -0.234278150891304
"23" "WALKING" "tBodyGyroJerkStdZ" -0.374456768135593
"25" "WALKING" "tBodyGyroJerkStdZ" -0.659576163108108
"26" "WALKING" "tBodyGyroJerkStdZ" -0.485543001525424
"27" "WALKING" "tBodyGyroJerkStdZ" -0.426346962631579
"28" "WALKING" "tBodyGyroJerkStdZ" -0.440927899259259
"29" "WALKING" "tBodyGyroJerkStdZ" -0.504130088679245
"30" "WALKING" "tBodyGyroJerkStdZ" -0.476208796153846
"2" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.467595961041667
"4" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.556236584807692
"9" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.65711420122449
"10" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.482244799361702
"12" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.606412096538462
"13" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.550880346909091
"18" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.718951757931034
"20" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.253867089670588
"24" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.648975330847458
"1" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.606332002264151
"3" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.573433947627119
"5" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.282154378489362
"6" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.170814790834118
"7" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.682184175686275
"8" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.430366658780488
"11" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.777173388518518
"14" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.359816626703704
"15" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.657907649166667
"16" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.717101021960784
"17" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.610586202291667
"19" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.3754149830025
"21" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.564149244893617
"22" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.515697758571429
"23" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.543765425882353
"25" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.746268282923077
"26" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.556390218
"27" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.676876469411765
"28" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.603568264117647
"29" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.558417024081633
"30" "WALKING_UPSTAIRS" "tBodyGyroJerkStdZ" -0.665150619230769
"2" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.218266318606383
"4" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.325780073711111
"9" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.417239550952381
"10" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.227137389605263
"12" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.365232197456522
"13" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.367089485595745
"18" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.605655411090909
"20" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" 0.00307854550222222
"24" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.478690941272727
"1" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.268761480242857
"3" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.374605412306122
"5" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.0344217467042553
"6" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" 0.193206498960417
"7" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.425200371553192
"8" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.1896044435
"11" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.480559152608696
"14" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" 0.0913857550044444
"15" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.394542240714286
"16" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.540633469361702
"17" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.542770646521739
"19" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" 0.116646170221282
"21" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.428337693333333
"22" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.358762129444444
"23" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.36786963962963
"25" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.599481997931035
"26" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.3589516378
"27" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.307268262272727
"28" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.336212734130435
"29" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.379769406458333
"30" "WALKING_DOWNSTAIRS" "tBodyGyroJerkStdZ" -0.498882854032258
"2" "SITTING" "tBodyGyroJerkStdZ" -0.985542325652174
"4" "SITTING" "tBodyGyroJerkStdZ" -0.9688048316
"9" "SITTING" "tBodyGyroJerkStdZ" -0.9687388914
"10" "SITTING" "tBodyGyroJerkStdZ" -0.990259813148148
"12" "SITTING" "tBodyGyroJerkStdZ" -0.977138953921569
"13" "SITTING" "tBodyGyroJerkStdZ" -0.989861382040816
"18" "SITTING" "tBodyGyroJerkStdZ" -0.992814325087719
"20" "SITTING" "tBodyGyroJerkStdZ" -0.979742084090909
"24" "SITTING" "tBodyGyroJerkStdZ" -0.989850160294118
"1" "SITTING" "tBodyGyroJerkStdZ" -0.987935806382979
"3" "SITTING" "tBodyGyroJerkStdZ" -0.973751670576923
"5" "SITTING" "tBodyGyroJerkStdZ" -0.964878512727273
"6" "SITTING" "tBodyGyroJerkStdZ" -0.958787671272727
"7" "SITTING" "tBodyGyroJerkStdZ" -0.980954665416667
"8" "SITTING" "tBodyGyroJerkStdZ" -0.985241405434783
"11" "SITTING" "tBodyGyroJerkStdZ" -0.981016044716981
"14" "SITTING" "tBodyGyroJerkStdZ" -0.982819138888889
"15" "SITTING" "tBodyGyroJerkStdZ" -0.987937202542373
"16" "SITTING" "tBodyGyroJerkStdZ" -0.988364321449275
"17" "SITTING" "tBodyGyroJerkStdZ" -0.9938412575
"19" "SITTING" "tBodyGyroJerkStdZ" -0.98531069
"21" "SITTING" "tBodyGyroJerkStdZ" -0.987954515294118
"22" "SITTING" "tBodyGyroJerkStdZ" -0.97954410516129
"23" "SITTING" "tBodyGyroJerkStdZ" -0.988130142058824
"25" "SITTING" "tBodyGyroJerkStdZ" -0.991491387846154
"26" "SITTING" "tBodyGyroJerkStdZ" -0.991929788974359
"27" "SITTING" "tBodyGyroJerkStdZ" -0.991766787571429
"28" "SITTING" "tBodyGyroJerkStdZ" -0.971001691388889
"29" "SITTING" "tBodyGyroJerkStdZ" -0.9928337675
